対象県（富山/石川/福井）,アンケート回答日,居住都道府県,性別,年代,職業,世帯年収,同伴者,宿泊数（全行程）,宿泊エリア（県外）,宿泊エリア（県内）,宿泊数（県内）,１泊目　宿泊先,１泊目　食事プラン,２泊目　宿泊先,２泊目　食事プラン,３泊目　宿泊先,３泊目　食事プラン,４泊目　宿泊先,４泊目　食事プラン,交通手段１（目的地まで）,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,交通手段２（目的地から）,タクシー,路線バス,徒歩,レンタサイクル,交通の満足度,交通の満足度の理由,来県回数（観光）,エリアへの訪問回数,施設への訪問回数,目的,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他の目的,情報源,Facebook,Google,Googleマップ,Instagram,TikTok,X（旧Twitter）,YouTube,SNS広告,ブログ,まとめサイト,インターネット・アプリ,デジタルニュース,宿泊予約Webサイト,宿泊施設,TV・ラジオ番組やCM,ラブライブのスタンプラリー,新聞・雑誌・ガイドブック,旅行会社,友人・知人,地元の人,観光パンフレット・ポスター,観光案内所,観光展・物産展,観光連盟やDMOのHP,その他,他を検討した？,どこと比較した？（県）,どこと比較した？（観光地）,交通費,飲食費,宿泊費,買い物費,施設orエリア消費総額,観光費,訪問場所,寿司,ます寿司,海の幸食べたか,海の幸感動,満足度（食べ物・料理）,満足度（宿泊施設）,満足度（買い物（工芸品・特産品など））,満足度（観光・体験）,満足度（旅行全体）,満足度（商品・サービス）,満足度理由(サービス),満足度理由,不便に感じたこと・困ったこと,最も幸せを感じた食べ物,最も幸せを感じた観光・体験,おすすめ度,再訪意向,自由意見,回答場所,個人情報保護の方針について,アンケート前に訪れた主な場所（施設やスポット名称、エリアなど）,上記名称リストにない場合について、具体的にお答えください。(前),アンケート後に訪れる予定の場所（施設やスポット名称、エリア）,上記名称リストにない場合について、具体的にお答えください。(後),会員ID,登録エリア,生まれ年,回答時の年齢,UA(UserAgent),回答月,回答エリア2,DMO,推奨項目
福井,2023/05/07 09:46:00,静岡県,無回答,40代,,100万円未満,中学生以上連れの家族,2泊,福井県外には宿泊しない,,2泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,4,,,初めて,初めて,名所、旧跡の観光,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,宿泊施設,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,"10,000円以上 20,000円未満",,"100,000円以上",,"1,000円以上 3,000円未満","10,000円以上 20,000円未満",,,,,,,,,,4,4,,,,,,6,機会があれば行きたい,,JR九頭竜湖駅 エリア,,選択なし/該当施設なし,,越前大野城,,000000,web,1980,43,,5月,23.JR九頭竜湖駅 エリア,,
福井,2023/05/07 09:44:48,石川県,女,40代,,300万円以上 400万円未満,中学生以上連れの家族,2泊,滋賀県,,福井県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,2～5回目,2～5回目,ドライブ・ツーリング,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"3,000円以上 5,000円未満",,使わない,,"1,000円未満","1,000円以上 3,000円未満",,,,,,,,,,4,4,,,,,,7,また行きたい（1年以内）,,道の駅「三方五湖」  エリア,,びわ湖（滋賀県）,,金沢駅周辺（石川県）,,000000,web,1978,45,,5月,83.道の駅「三方五湖」 エリア,三方五湖DMO(株),
福井,2023/05/07 09:40:31,福井県,男,50代,,800万円以上 900万円未満,夫婦2人,1泊,福井県外には宿泊しない,,1泊,,,,,,,,,県外から訪れていない（福井県在住）,0,0,0,0,0,0,1,自家用車,0,0,0,0,,,,初めて,初めて,宿でのんびり過ごす,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"5,000円以上 10,000円未満",,"20,000円以上 30,000円未満",,"1,000円未満","3,000円以上 5,000円未満",,,,,,,,,,3,3,,,,,,7,福井県在住,,北潟湖 エリア,,選択なし/該当施設なし,,選択なし/該当施設なし,,000000,web,1965,58,,5月,20.北潟湖 エリア,,
福井,2023/05/07 09:39:33,兵庫県,女,50代,,400万円以上 500万円未満,夫婦2人,1泊,福井県外には宿泊しない,,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,4,高速で快適に行ける,,11回目以上,11回目以上,温泉や露天風呂,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"5,000円以上 10,000円未満",,"10,000円以上 20,000円未満",,"1,000円未満","5,000円以上 10,000円未満",,,,,,,,,,3,3,,,,,,10,また行きたい（1年以内）,,道の駅「三方五湖」  エリア,,「ちひろの生まれた家」記念館,,選択なし/該当施設なし,,000000,道の駅「三方五湖」  エリア,1965,58,,5月,83.道の駅「三方五湖」 エリア,三方五湖DMO(株),魚。温泉がいい。
福井,2023/05/07 09:39:28,静岡県,無回答,40代,,100万円未満,中学生以上連れの家族,2泊,福井県外には宿泊しない,,2泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,4,,,初めて,初めて,名所、旧跡の観光,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,宿泊施設,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,"10,000円以上 20,000円未満",,"100,000円以上",,"1,000円以上 3,000円未満","10,000円以上 20,000円未満",,,,,,,,,,4,4,,,,,,6,機会があれば行きたい,,越前大野城・城下町 エリア,,道の駅「九頭竜・和泉ふれあい会館」,,東尋坊,,000000,web,1980,43,,5月,21.越前大野城・城下町 エリア,,
福井,2023/05/07 09:34:16,静岡県,無回答,40代,,100万円未満,中学生以上連れの家族,2泊,福井県外には宿泊しない,,2泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,初めて,初めて,名所、旧跡の観光,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,宿泊施設,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,"10,000円以上 20,000円未満",,"100,000円以上",,"3,000円以上 5,000円未満","10,000円以上 20,000円未満",,,,,,,,,,4,4,,,,,,7,機会があれば行きたい,,大本山 永平寺 エリア,,選択なし/該当施設なし,羽二重餅の古里,選択なし/該当施設なし,,000000,web,1980,43,,5月,34.大本山 永平寺 エリア,,
福井,2023/05/07 09:34:07,岐阜県,女,40代,,600万円以上 700万円未満,夫婦2人,1泊,福井県外には宿泊しない,,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,11回目以上,11回目以上,宿でのんびり過ごす地元の美味しいものを食べる,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリInstagram,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"1,000円以上 3,000円未満",,"1,000円以上 3,000円未満",,"3,000円以上 5,000円未満","5,000円以上 10,000円未満",,,,,,,,,,5,5,,,,,,9,また行きたい（1年以内）,,越前海岸 越前岬 エリア,,選択なし/該当施設なし,,選択なし/該当施設なし,,000000,越前海岸 越前岬 エリア,1977,46,,5月,53.越前海岸 越前岬 エリア,,宿泊した旅館本家さんがとても良かった。宿泊者が自分達だけだったので、お風呂を貸切にしてもらえました。お料理も少し多いくらいでちょうど良かったです。味付けも全体的に少し薄味の優しい味付けで美味しかったです。古い旅館でしたが、細かい所まで綺麗に整っていました。女将さんの細かい心遣いも嬉しかったです。
福井,2023/05/07 09:29:54,静岡県,無回答,40代,,100万円未満,中学生以上連れの家族,2泊,福井県外には宿泊しない,,2泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,初めて,初めて,名所、旧跡の観光,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,宿泊施設,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,"10,000円以上 20,000円未満",,"100,000円以上",,"1,000円以上 3,000円未満","10,000円以上 20,000円未満",,,,,,,,,,4,4,,,,,,7,機会があれば行きたい,,一乗谷朝倉氏遺跡 エリア,,大本山永平寺,,道の駅「一乗谷あさくら水の駅」,,000000,web,1980,43,,5月,06.一乗谷朝倉氏遺跡 エリア,,
福井,2023/05/07 09:15:50,東京都,女,50代,,"1,500万円以上",夫婦2人,3泊,福井県外には宿泊しない,,3泊,,,,,,,,,レンタカー新幹線,0,1,1,0,0,0,0,レンタカー,0,0,0,0,,,,初めて,初めて,地元の美味しいものを食べる名所、旧跡の観光,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"10,000円以上 20,000円未満",,"10,000円以上 20,000円未満",,"10,000円以上 20,000円未満","10,000円以上 20,000円未満",,,,,,,,,,5,5,,,,,,8,機会があれば行きたい,,越前松島水族館 エリア,,選択なし/該当施設なし,,選択なし/該当施設なし,,000000,越前松島水族館 エリア,1970,53,,5月,11.越前松島水族館 エリア,(一社)DMOさかい観光局,
福井,2023/05/07 09:11:43,神奈川県,男,40代,,分からない/無回答,中学生以上連れの家族,2泊,福井県外には宿泊しない,,2泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,初めて,初めて,地元の美味しいものを食べる名所、旧跡の観光,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"30,000円以上 40,000円未満",,使わない,,"5,000円以上 10,000円未満","10,000円以上 20,000円未満",,,,,,,,,,3,4,,,,,,7,機会があれば行きたい,,道の駅「恐竜渓谷かつやま」 エリア,,平泉寺白山神社,,選択なし/該当施設なし,,000000,web,1974,49,,5月,26.道の駅「恐竜渓谷かつやま」 エリア,勝山市観光まちづくり(株),高速に近いので寄りやすい。
福井,2023/05/07 09:07:36,東京都,女,40代,,分からない/無回答,夫婦2人,3泊,福井県外には宿泊しない,,3泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,レンタカー,0,0,0,0,4,,,2～5回目,2～5回目,アウトドア（海水浴、釣り、登山など）,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"30,000円以上 40,000円未満",,"30,000円以上 40,000円未満",,"1,000円未満","20,000円以上 30,000円未満",,,,,,,,,,4,4,,,,,,7,機会があれば行きたい,,三国湊 エリア,,越前大仏,くにみクラゲ公民館,選択なし/該当施設なし,,000000,小浜 エリア（宿泊施設）,1979,44,,5月,09.三国湊 エリア,(一社)DMOさかい観光局,
福井,2023/05/07 09:01:12,広島県,男,60代,,"900万円以上 1,000万円未満",自分ひとり,4泊以上,長野県,,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,初めて,初めて,ドライブ・ツーリング,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"40,000円以上 50,000円未満",,"5,000円以上 10,000円未満",,"1,000円未満","5,000円以上 10,000円未満",,,,,,,,,,3,3,,,,,,5,機会があれば行きたい,,北陸新幹線 越前たけふ駅 エリア,,選択なし/該当施設なし,,選択なし/該当施設なし,,000000,北陸新幹線 越前たけふ駅 エリア,1963,60,,5月,38.北陸新幹線 越前たけふ駅 エリア,,
福井,2023/05/07 08:59:56,福井県,女,40代,,100万円未満,小学生以下連れの家族,1泊,福井県外には宿泊しない,,1泊,,,,,,,,,県外から訪れていない（福井県在住）,0,0,0,0,0,0,1,自家用車,0,0,0,0,,,,11回目以上,11回目以上,まちあるき、都市散策友人・親戚を尋ねる,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Instagram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"1,000円以上 3,000円未満",,"20,000円以上 30,000円未満",,"1,000円以上 3,000円未満","20,000円以上 30,000円未満",,,,,,,,,,4,4,,,,,,9,,,道の駅「南えちぜん山海里」 エリア,,選択なし/該当施設なし,,選択なし/該当施設なし,,000000,今庄宿 エリア,1981,42,,5月,58.道の駅「南えちぜん山海里」 エリア,,
福井,2023/05/07 08:52:24,福井県,女,40代,,"900万円以上 1,000万円未満",自分ひとり,日帰り,福井県外には宿泊しない,,福井県内には宿泊しない,,,,,,,,,県外から訪れていない（福井県在住）,0,0,0,0,0,0,1,自家用車,0,0,0,0,,,,11回目以上,11回目以上,買い物、アウトレットお祭りやイベントへの参加・見物,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,友人・知人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,使わない,,使わない,,"3,000円以上 5,000円未満","3,000円以上 5,000円未満",,,,,,,,,,3,3,,,,,,8,福井県在住,,越前和紙の里 エリア,,選択なし/該当施設なし,,選択なし/該当施設なし,,000000,越前和紙の里 エリア,1976,47,,5月,36.越前和紙の里 エリア,,
福井,2023/05/07 08:49:10,愛知県,男,50代,,500万円以上 600万円未満,夫婦2人,1泊,鳥取県,,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,2～5回目,2～5回目,買い物、アウトレットその他,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TwitterInstagramFacebook,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"3,000円以上 5,000円未満",,"3,000円以上 5,000円未満",,"1,000円以上 3,000円未満","1,000円以上 3,000円未満",,,,,,,,,,4,3,,,,,,7,,,うみんぴあ大飯 エリア,,選択なし/該当施設なし,,選択なし/該当施設なし,,000000,道の駅「越前」 エリア,1972,51,,5月,84.うみんぴあ大飯 エリア,,
福井,2023/05/07 08:47:40,東京都,女,50代,,500万円以上 600万円未満,中学生以上連れの家族,日帰り,福井県外には宿泊しない,,福井県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,5,永平寺が想像以上に良かった,,初めて,初めて,地元の美味しいものを食べる名所、旧跡の観光まちあるき、都市散策ドライブ・ツーリング,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,新聞・雑誌・ガイドブック友人・知人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,"20,000円以上 30,000円未満",,使わない,,"3,000円以上 5,000円未満","10,000円以上 20,000円未満",,,,,,,,,,5,5,,,,,,10,また行きたい（1年以内）,,大本山 永平寺 エリア,,選択なし/該当施設なし,,選択なし/該当施設なし,,000000,大本山 永平寺 エリア,1969,54,,5月,34.大本山 永平寺 エリア,,
福井,2023/05/07 08:40:55,愛知県,女,40代,,200万円以上 300万円未満,小学生以下連れの家族,1泊,福井県外には宿泊しない,,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,5,,,2～5回目,2～5回目,アウトドア（海水浴、釣り、登山など）スキー・スノボ、マリンスポーツ,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,友人・知人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,"5,000円以上 10,000円未満",,"10,000円以上 20,000円未満",,"10,000円以上 20,000円未満","10,000円以上 20,000円未満",,,,,,,,,,4,4,,,,,,10,機会があれば行きたい,,水島 エリア,,選択なし/該当施設なし,,選択なし/該当施設なし,,000000,水島 エリア,1975,48,,5月,66.水島エリア,,
福井,2023/05/07 07:44:30,愛知県,男,40代,,"900万円以上 1,000万円未満",親,1泊,福井県外には宿泊しない,,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,5,,,2～5回目,2～5回目,宿でのんびり過ごす温泉や露天風呂地元の美味しいものを食べる,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"10,000円以上 20,000円未満",,"10,000円以上 20,000円未満",,"10,000円以上 20,000円未満","10,000円以上 20,000円未満",,,,,,,,,,5,5,,,,,,10,また行きたい（1年以内）,,あわら湯のまち エリア,,選択なし/該当施設なし,,選択なし/該当施設なし,,000000,あわら湯のまち エリア,1983,40,,5月,17.あわら湯のまち エリア,,
福井,2023/05/07 07:30:56,広島県,女,10代,,100万円未満,自分ひとり,1泊,福井県外には宿泊しない,,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,初めて,初めて,地元の美味しいものを食べる名所、旧跡の観光,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,友人・知人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,"5,000円以上 10,000円未満",,"5,000円以上 10,000円未満",,"1,000円以上 3,000円未満","1,000円以上 3,000円未満",,,,,,,,,,5,5,,,,,,9,また行きたい（1年以内）,,大本山 永平寺 エリア,,大本山永平寺,,選択なし/該当施設なし,,000000,大本山 永平寺 エリア,2005,18,,5月,34.大本山 永平寺 エリア,,
福井,2023/05/07 07:25:40,福井県,女,60代,,200万円以上 300万円未満,友人,日帰り,福井県外には宿泊しない,,福井県内には宿泊しない,,,,,,,,,県外から訪れていない（福井県在住）,0,0,0,0,0,0,1,在来線,0,0,0,0,4,1時間おきに普通列車があって、行き帰りには使いやすかった,,11回目以上,11回目以上,まちあるき、都市散策,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,観光パンフレット・ポスター観光協会等の案内所,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,"1,000円未満",,使わない,,"1,000円以上 3,000円未満","3,000円以上 5,000円未満",,,,,,,,,,3,4,,,,,,5,福井県在住,,武生駅 エリア,,福井駅,,選択なし/該当施設なし,,000000,web,1961,62,,5月,40.武生駅 エリア,,
福井,2023/05/07 00:51:04,福井県,女,60代,,300万円以上 400万円未満,親,日帰り,福井県外には宿泊しない,,福井県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,2～5回目,2～5回目,温泉や露天風呂,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新聞・雑誌・ガイドブック,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,使わない,,使わない,,"1,000円未満","1,000円以上 3,000円未満",,,,,,,,,,4,3,,,,,,6,福井県在住,,道の駅「パークイン丹生ヶ丘」 エリア,,選択なし/該当施設なし,,選択なし/該当施設なし,,000000,web,1959,64,,5月,50.道の駅「パークイン丹生ヶ丘」 エリア,,
福井,2023/05/08 23:31:17,福井県,女,20代,,分からない/無回答,その他家族,日帰り,福井県外には宿泊しない,,4泊以上,,,,,,,,,県外から訪れていない（福井県在住）,0,0,0,0,0,0,1,自家用車,0,0,0,0,,,,11回目以上,11回目以上,地元の美味しいものを食べる,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"1,000円未満",,使わない,,"1,000円以上 3,000円未満","1,000円以上 3,000円未満",,,,,,,,,,2,3,,営業時間,,,,5,福井県在住,,福井駅前 エリア,,選択なし/該当施設なし,,選択なし/該当施設なし,,000000,うるしの里 エリア,1999,24,,5月,01.福井駅前 エリア,,
福井,2023/05/08 22:35:01,愛知県,男,50代,,600万円以上 700万円未満,中学生以上連れの家族,1泊,福井県外には宿泊しない,,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,11回目以上,11回目以上,宿でのんびり過ごす温泉や露天風呂地元の美味しいものを食べる,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"1,000円以上 3,000円未満",,"5,000円以上 10,000円未満",,"10,000円以上 20,000円未満","1,000円以上 3,000円未満",,,,,,,,,,5,5,,食事に大満足。お風呂も気持ちよかったです。,,,,10,また行きたい（1年以内）,,湖上館パムコ（水月湖）エリア,,レインボーライン,美浜町レイクセンター,選択なし/該当施設なし,,000000,湖上館パムコ（水月湖）エリア,1972,51,,5月,82.湖上館パムコ（水月湖） エリア,,自分の周りにはこのエリアの楽しさを知っている人が少ないと思うので。
福井,2023/05/08 22:20:36,東京都,男,60代,,200万円以上 300万円未満,夫婦2人,2泊,石川県金沢市,,1泊,,,,,,,,,在来線,0,0,0,1,0,0,0,路線バス,0,1,0,0,5,永平寺から直通運転のバスは便利です。,,初めて,初めて,名所、旧跡の観光,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,その他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,"20,000円以上 30,000円未満",,"10,000円以上 20,000円未満",,"10,000円以上 20,000円未満","10,000円以上 20,000円未満",,,,,,,,,,5,5,,お風呂に選べるシャンプーがあり、気遣いを感じた。評判の朝食が楽しみ。,,,,5,機会があれば行きたい,,福井駅前 エリア（宿泊施設）,,大本山永平寺,,平泉寺白山神社,,000000,大本山 永平寺 エリア,1954,69,,5月,02.福井駅前 エリア（宿泊施設）,,福井には、歴史的建造物が多いので、大人の観光地だと、勧めたい。
福井,2023/05/08 22:06:16,福井県,女,60代,,分からない/無回答,友人,日帰り,福井県外には宿泊しない,,福井県内には宿泊しない,,,,,,,,,県外から訪れていない（福井県在住）,0,0,0,0,0,0,1,自家用車,0,0,0,0,5,,,初めて,初めて,地元の美味しいものを食べるまちあるき、都市散策,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,新聞・雑誌・ガイドブック,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,"1,000円以上 3,000円未満",,使わない,,"1,000円未満","3,000円以上 5,000円未満",,,,,,,,,,3,3,,,,,,6,また行きたい（1年以内）,,北陸新幹線 越前たけふ駅 エリア,,一乗谷朝倉氏遺跡,,選択なし/該当施設なし,,000000,北陸新幹線 越前たけふ駅 エリア,1960,63,,5月,38.北陸新幹線 越前たけふ駅 エリア,,
福井,2023/05/08 21:33:17,京都府,男,70代,,200万円以上 300万円未満,夫婦2人,日帰り,福井県外には宿泊しない,,福井県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,11回目以上,11回目以上,地元の美味しいものを食べるその他,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,その他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,"5,000円以上 10,000円未満",,使わない,,"1,000円以上 3,000円未満","5,000円以上 10,000円未満",,,,,,,,,,4,4,,,,,,7,また行きたい（1年以内）,,越前そばの里 エリア,,選択なし/該当施設なし,,選択なし/該当施設なし,,000000,web,1950,73,,5月,37.越前そばの里 エリア,,
福井,2023/05/08 21:20:49,三重県,女,50代,,500万円以上 600万円未満,中学生以上連れの家族,1泊,福井県外には宿泊しない,,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,4,,,初めて,初めて,お祭りやイベントへの参加・見物,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,観光パンフレット・ポスターインターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,"10,000円以上 20,000円未満",,"10,000円以上 20,000円未満",,"3,000円以上 5,000円未満","10,000円以上 20,000円未満",,,,,,,,,,4,4,,,,,,7,機会があれば行きたい,,武生駅 エリア,,選択なし/該当施設なし,,人道の港 敦賀ムゼウム,,000000,web,1969,54,,5月,40.武生駅 エリア,,
福井,2023/05/08 21:08:24,東京都,男,60代,,200万円以上 300万円未満,夫婦2人,2泊,石川県金沢市,,1泊,,,,,,,,,新幹線在来線,0,0,1,1,0,0,0,在来線路線バス,0,1,0,0,3,JRの大人の休日クラブを利用して来ましたが、フリーパスに越前鉄道が含まれていない事が残念です。,,初めて,初めて,名所、旧跡の観光,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリその他,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"20,000円以上 30,000円未満",,"10,000円以上 20,000円未満",,"5,000円以上 10,000円未満","10,000円以上 20,000円未満",,,,,,,,,,5,4,,修行の場としてふさわしい静謐な空間でした。修行僧の姿を見られた事も良かったです。,,,,10,機会があれば行きたい,,大本山 永平寺 エリア,,東尋坊,,平泉寺白山神社,,000000,大本山 永平寺 エリア,1954,69,,5月,34.大本山 永平寺 エリア,,永平寺が良かった。
福井,2023/05/08 20:12:02,神奈川県,女,50代,,400万円以上 500万円未満,夫婦2人,4泊以上,福井県外には宿泊しない,,4泊以上,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,初めて,初めて,温泉や露天風呂地元の美味しいものを食べる名所、旧跡の観光スポーツ観戦や芸能鑑賞（コンサート等）まちあるき、都市散策,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,新聞・雑誌・ガイドブック観光パンフレット・ポスターインターネット・アプリTwitterInstagram,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,"10,000円以上 20,000円未満",,"10,000円以上 20,000円未満",,"3,000円以上 5,000円未満","10,000円以上 20,000円未満",,,,,,,,,,4,4,,,,,,10,機会があれば行きたい,,大本山 永平寺 エリア,,大本山永平寺,,選択なし/該当施設なし,,000000,web,1964,59,,5月,34.大本山 永平寺 エリア,,
